Country,EdLevel,LearnCode,Age,YearsCodePro,Salary
Netherlands,Bachelor’s degree,Others,35-44 years old,9.0,82155.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,25-34 years old,5.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,25-34 years old,8.0,77556.0
Ukraine,Master’s degree,Online Resources,25-34 years old,4.0,42000.0
France,Master’s degree,School,18-24 years old,1.0,45401.0
Netherlands,Bachelor’s degree,Others,25-34 years old,11.0,65291.0
Czech Republic,Less than a Bachelors,Online Resources,25-34 years old,10.0,72744.0
France,Master’s degree,Online Resources,25-34 years old,4.0,45401.0
Sweden,Master’s degree,School,25-34 years old,0.5,42960.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,1.0,61500.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,11.0,64630.0
Canada,Bachelor’s degree,School,25-34 years old,5.0,56723.0
Spain,Bachelor’s degree,School,25-34 years old,11.0,86478.0
Germany,PHD,Others,35-44 years old,3.0,75669.0
Sweden,Less than a Bachelors,School,45-54 years old,24.0,51552.0
Spain,Less than a Bachelors,Others,25-34 years old,13.0,75669.0
United States of America,PHD,School,35-44 years old,2.0,83000.0
Russian Federation,Bachelor’s degree,Online Resources,25-34 years old,5.0,84924.0
France,Bachelor’s degree,Others,25-34 years old,6.0,56211.0
Israel,Bachelor’s degree,Online Resources,25-34 years old,2.0,82308.0
India,Bachelor’s degree,Online Resources,25-34 years old,10.0,62828.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,20.0,64630.0
Russian Federation,Master’s degree,School,45-54 years old,15.0,43404.0
Germany,Master’s degree,Others,35-44 years old,12.0,62697.0
Germany,Less than a Bachelors,Online Resources,35-44 years old,7.0,58373.0
United States of America,Less than a Bachelors,School,18-24 years old,4.0,65000.0
France,Master’s degree,Online Resources,18-24 years old,2.0,54049.0
Germany,Master’s degree,Online Resources,25-34 years old,7.0,75669.0
India,Bachelor’s degree,School,25-34 years old,11.0,41880.0
Poland,Master’s degree,Online Resources,25-34 years old,4.0,47076.0
Switzerland,Bachelor’s degree,Online Resources,25-34 years old,7.0,101649.0
France,Master’s degree,School,35-44 years old,21.0,64859.0
France,PHD,School,35-44 years old,15.0,81074.0
Russian Federation,Bachelor’s degree,Online Resources,25-34 years old,9.0,41520.0
France,Master’s degree,Online Resources,25-34 years old,3.0,48644.0
United States of America,Master’s degree,Online Resources,25-34 years old,8.0,90000.0
Germany,Master’s degree,School,35-44 years old,9.0,94045.0
Italy,PHD,Online Resources,25-34 years old,10.0,45401.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,12.0,52116.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,0.5,56211.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,8.0,42000.0
France,Master’s degree,Others,35-44 years old,12.0,76750.0
Canada,Master’s degree,Others,65 years or older,46.0,98321.0
France,Master’s degree,Others,35-44 years old,7.0,54049.0
Sweden,Bachelor’s degree,School,45-54 years old,26.0,46024.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,13.0,80000.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,15.0,95000.0
Belgium,Master’s degree,Online Resources,25-34 years old,2.0,54049.0
France,Master’s degree,Online Resources,25-34 years old,6.0,54049.0
Canada,Less than a Bachelors,School,45-54 years old,21.0,60505.0
United States of America,Bachelor’s degree,Others,55-64 years old,20.0,100000.0
Canada,Less than a Bachelors,Others,35-44 years old,8.0,60505.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,2.0,55000.0
Italy,Less than a Bachelors,Others,35-44 years old,18.0,86478.0
Czech Republic,Bachelor’s degree,Online Resources,25-34 years old,5.0,93540.0
Germany,Less than a Bachelors,Others,35-44 years old,23.0,72636.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,9.0,77556.0
Netherlands,Bachelor’s degree,School,25-34 years old,5.0,59454.0
Canada,Master’s degree,Bootcamp,25-34 years old,1.0,51429.0
United States of America,Less than a Bachelors,Others,35-44 years old,3.0,90000.0
France,Master’s degree,Online Resources,25-34 years old,6.0,43239.0
Canada,Bachelor’s degree,School,35-44 years old,13.0,52942.0
Russian Federation,PHD,School,35-44 years old,22.0,51900.0
France,Bachelor’s degree,Online Resources,35-44 years old,15.0,45401.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,7.0,97504.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,5.0,63778.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,18-24 years old,6.0,64630.0
Germany,Less than a Bachelors,Others,25-34 years old,12.0,49725.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,7.0,60141.0
France,Master’s degree,Online Resources,25-34 years old,5.0,54049.0
Germany,Bachelor’s degree,Others,25-34 years old,7.0,70264.0
Spain,Bachelor’s degree,Others,35-44 years old,16.0,43239.0
Canada,Bachelor’s degree,School,25-34 years old,6.0,58236.0
Turkey,Master’s degree,Online Resources,25-34 years old,0.5,49308.0
Israel,Bachelor’s degree,School,25-34 years old,2.0,101568.0
Czech Republic,Master’s degree,School,25-34 years old,7.0,69285.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,6.0,75000.0
France,Master’s degree,School,45-54 years old,20.0,57072.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,6.0,43948.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,9.0,105000.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,3.0,66000.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,8.0,54000.0
Canada,Bachelor’s degree,School,25-34 years old,11.0,74497.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,7.0,60752.0
Spain,Bachelor’s degree,School,25-34 years old,9.0,61616.0
France,Master’s degree,Others,35-44 years old,22.0,86478.0
Australia,PHD,School,25-34 years old,7.0,76831.0
Germany,Less than a Bachelors,School,25-34 years old,3.0,43239.0
Canada,Bachelor’s degree,School,25-34 years old,5.0,58236.0
Canada,Bachelor’s degree,School,25-34 years old,3.0,64287.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,7.0,69800.0
Canada,Less than a Bachelors,School,35-44 years old,16.0,69581.0
Germany,Bachelor’s degree,Others,25-34 years old,3.0,67452.0
Canada,Master’s degree,Online Resources,35-44 years old,20.0,77900.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,4.0,77556.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,20.0,70000.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,2.0,65000.0
France,Professional degree,Online Resources,45-54 years old,20.0,64859.0
Netherlands,Master’s degree,Online Resources,55-64 years old,15.0,77832.0
United States of America,Bachelor’s degree,Others,25-34 years old,4.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,5.0,49119.0
United States of America,Bachelor’s degree,Bootcamp,25-34 years old,0.5,73000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,35-44 years old,16.0,58167.0
Canada,Master’s degree,Online Resources,18-24 years old,2.0,45379.0
Germany,Master’s degree,Others,35-44 years old,11.0,108098.0
United States of America,Master’s degree,School,35-44 years old,9.0,86000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,17.0,93067.0
United States of America,Master’s degree,Online Resources,35-44 years old,13.0,53000.0
India,Bachelor’s degree,School,35-44 years old,14.0,83770.0
India,Master’s degree,School,35-44 years old,19.0,60300.0
Germany,Less than a Bachelors,Online Resources,45-54 years old,21.0,108100.0
United States of America,Bachelor’s degree,School,25-34 years old,7.0,100000.0
Switzerland,Bachelor’s degree,Others,45-54 years old,32.0,96566.0
United States of America,Bachelor’s degree,Bootcamp,25-34 years old,1.0,60000.0
United States of America,Less than a Bachelors,Online Resources,18-24 years old,4.0,75000.0
Canada,PHD,Others,45-54 years old,14.0,83194.0
Germany,Master’s degree,Others,55-64 years old,25.0,77544.0
Canada,Bachelor’s degree,School,25-34 years old,6.0,56723.0
Germany,Master’s degree,Online Resources,25-34 years old,9.0,64859.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,0.5,56400.0
Brazil,Bachelor’s degree,Others,35-44 years old,20.0,62994.0
Germany,Master’s degree,School,25-34 years old,0.5,51887.0
United States of America,Bachelor’s degree,School,25-34 years old,5.0,50000.0
Netherlands,Bachelor’s degree,Others,55-64 years old,36.0,64859.0
Sweden,Master’s degree,School,45-54 years old,20.0,55224.0
United States of America,Bachelor’s degree,School,25-34 years old,7.0,102974.0
Germany,Master’s degree,Online Resources,25-34 years old,6.0,70044.0
Germany,Master’s degree,Others,25-34 years old,4.0,73511.0
France,Master’s degree,School,25-34 years old,4.0,48644.0
Norway,Master’s degree,Online Resources,25-34 years old,7.0,44021.0
France,Master’s degree,Online Resources,25-34 years old,2.0,48644.0
Italy,Less than a Bachelors,Others,45-54 years old,30.0,54049.0
United States of America,PHD,Others,25-34 years old,1.0,64000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,14.0,104700.0
Austria,Master’s degree,School,45-54 years old,27.0,86478.0
Canada,Bachelor’s degree,Others,35-44 years old,13.0,73362.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,7.0,90482.0
Germany,Bachelor’s degree,Others,35-44 years old,13.0,70264.0
"Iran, Islamic Republic of...",Master’s degree,Others,25-34 years old,4.0,48456.0
Austria,Bachelor’s degree,School,35-44 years old,14.0,64859.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,8.0,48472.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,15.0,89000.0
France,Master’s degree,School,18-24 years old,3.0,68750.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,12.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,45-54 years old,24.0,64630.0
France,Master’s degree,Others,55-64 years old,33.0,54049.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,15.0,93067.0
Austria,Bachelor’s degree,School,35-44 years old,12.0,70264.0
Switzerland,Bachelor’s degree,Others,25-34 years old,15.0,50824.0
Germany,Master’s degree,School,25-34 years old,5.0,51888.0
Austria,Master’s degree,School,35-44 years old,19.0,51888.0
Canada,Bachelor’s degree,School,35-44 years old,15.0,75631.0
United Kingdom of Great Britain and Northern Ireland,PHD,Others,45-54 years old,25.0,77556.0
Canada,Bachelor’s degree,School,25-34 years old,9.0,83951.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,7.0,60000.0
United States of America,PHD,Others,55-64 years old,25.0,76000.0
United States of America,Bachelor’s degree,School,18-24 years old,2.0,69000.0
Austria,Less than a Bachelors,School,25-34 years old,9.0,63778.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,65 years or older,40.0,68507.0
United States of America,Bachelor’s degree,School,25-34 years old,5.0,106000.0
Germany,Master’s degree,Online Resources,25-34 years old,7.0,86478.0
United States of America,Bachelor’s degree,School,25-34 years old,3.0,80000.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,1.0,65000.0
Germany,Master’s degree,Others,25-34 years old,9.0,92964.0
Germany,Master’s degree,School,25-34 years old,10.0,91883.0
Poland,Master’s degree,Online Resources,25-34 years old,8.0,45564.0
France,Master’s degree,Online Resources,25-34 years old,4.0,45401.0
Canada,Bachelor’s degree,Online Resources,35-44 years old,9.0,79413.0
United States of America,Master’s degree,School,35-44 years old,15.0,81807.0
Turkey,Bachelor’s degree,Online Resources,35-44 years old,8.0,69036.0
Canada,Less than a Bachelors,Online Resources,25-34 years old,11.0,60505.0
Russian Federation,Professional degree,Online Resources,25-34 years old,6.0,47184.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,5.0,70264.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,45-54 years old,21.0,51704.0
United States of America,Bachelor’s degree,Bootcamp,25-34 years old,3.0,100000.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,10.0,102000.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,11.0,67452.0
France,Master’s degree,Online Resources,25-34 years old,6.0,43239.0
Switzerland,Master’s degree,Others,35-44 years old,17.0,106731.0
France,Master’s degree,Others,25-34 years old,6.0,50806.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,35-44 years old,16.0,74970.0
Canada,Bachelor’s degree,School,25-34 years old,3.0,68068.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,10.0,45000.0
Italy,Master’s degree,School,25-34 years old,7.0,43239.0
Spain,Bachelor’s degree,Online Resources,18-24 years old,5.0,68100.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,5.0,108000.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,4.0,54480.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,3.0,100000.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,5.0,54049.0
United States of America,Bachelor’s degree,School,25-34 years old,2.0,100000.0
Netherlands,Bachelor’s degree,School,25-34 years old,6.0,47868.0
United Kingdom of Great Britain and Northern Ireland,PHD,School,25-34 years old,3.0,54289.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,7.0,78000.0
Ukraine,Bachelor’s degree,Others,25-34 years old,11.0,93960.0
France,PHD,Others,45-54 years old,27.0,49296.0
United States of America,Bachelor’s degree,School,25-34 years old,10.0,105600.0
